sample_id,map_type,class_index,class_name,height,width,synthetic_data,outside_wafer_value
wafer_04_0084,wafer,4,scratch defect,64,64,True,-1
wafer_04_0085,wafer,4,scratch defect,64,64,True,-1
wafer_04_0086,wafer,4,scratch defect,64,64,True,-1
wafer_04_0087,wafer,4,scratch defect,64,64,True,-1
wafer_04_0088,wafer,4,scratch defect,64,64,True,-1
wafer_04_0089,wafer,4,scratch defect,64,64,True,-1
wafer_04_0090,wafer,4,scratch defect,64,64,True,-1
wafer_04_0091,wafer,4,scratch defect,64,64,True,-1
wafer_04_0092,wafer,4,scratch defect,64,64,True,-1
wafer_04_0093,wafer,4,scratch defect,64,64,True,-1
wafer_04_0094,wafer,4,scratch defect,64,64,True,-1
wafer_04_0095,wafer,4,scratch defect,64,64,True,-1
wafer_04_0096,wafer,4,scratch defect,64,64,True,-1
wafer_04_0097,wafer,4,scratch defect,64,64,True,-1
wafer_04_0098,wafer,4,scratch defect,64,64,True,-1
wafer_04_0099,wafer,4,scratch defect,64,64,True,-1
wafer_05_0000,wafer,5,cluster defect,64,64,True,-1
wafer_05_0001,wafer,5,cluster defect,64,64,True,-1
wafer_05_0002,wafer,5,cluster defect,64,64,True,-1
wafer_05_0003,wafer,5,cluster defect,64,64,True,-1
wafer_05_0004,wafer,5,cluster defect,64,64,True,-1
wafer_05_0005,wafer,5,cluster defect,64,64,True,-1
wafer_05_0006,wafer,5,cluster defect,64,64,True,-1
wafer_05_0007,wafer,5,cluster defect,64,64,True,-1
wafer_05_0008,wafer,5,cluster defect,64,64,True,-1
wafer_05_0009,wafer,5,cluster defect,64,64,True,-1
wafer_05_0010,wafer,5,cluster defect,64,64,True,-1
wafer_05_0011,wafer,5,cluster defect,64,64,True,-1
wafer_05_0012,wafer,5,cluster defect,64,64,True,-1
wafer_05_0013,wafer,5,cluster defect,64,64,True,-1
wafer_05_0014,wafer,5,cluster defect,64,64,True,-1
wafer_05_0015,wafer,5,cluster defect,64,64,True,-1
wafer_05_0016,wafer,5,cluster defect,64,64,True,-1
wafer_05_0017,wafer,5,cluster defect,64,64,True,-1
wafer_05_0018,wafer,5,cluster defect,64,64,True,-1
wafer_05_0019,wafer,5,cluster defect,64,64,True,-1
wafer_05_0020,wafer,5,cluster defect,64,64,True,-1
wafer_05_0021,wafer,5,cluster defect,64,64,True,-1
wafer_05_0022,wafer,5,cluster defect,64,64,True,-1
wafer_05_0023,wafer,5,cluster defect,64,64,True,-1
wafer_05_0024,wafer,5,cluster defect,64,64,True,-1
wafer_05_0025,wafer,5,cluster defect,64,64,True,-1
wafer_05_0026,wafer,5,cluster defect,64,64,True,-1
wafer_05_0027,wafer,5,cluster defect,64,64,True,-1
wafer_05_0028,wafer,5,cluster defect,64,64,True,-1
wafer_05_0029,wafer,5,cluster defect,64,64,True,-1
wafer_05_0030,wafer,5,cluster defect,64,64,True,-1
wafer_05_0031,wafer,5,cluster defect,64,64,True,-1
wafer_05_0032,wafer,5,cluster defect,64,64,True,-1
wafer_05_0033,wafer,5,cluster defect,64,64,True,-1
wafer_05_0034,wafer,5,cluster defect,64,64,True,-1
wafer_05_0035,wafer,5,cluster defect,64,64,True,-1
wafer_05_0036,wafer,5,cluster defect,64,64,True,-1
wafer_05_0037,wafer,5,cluster defect,64,64,True,-1
wafer_05_0038,wafer,5,cluster defect,64,64,True,-1
wafer_05_0039,wafer,5,cluster defect,64,64,True,-1
wafer_05_0040,wafer,5,cluster defect,64,64,True,-1
wafer_05_0041,wafer,5,cluster defect,64,64,True,-1
wafer_05_0042,wafer,5,cluster defect,64,64,True,-1
wafer_05_0043,wafer,5,cluster defect,64,64,True,-1
wafer_05_0044,wafer,5,cluster defect,64,64,True,-1
wafer_05_0045,wafer,5,cluster defect,64,64,True,-1
wafer_05_0046,wafer,5,cluster defect,64,64,True,-1
wafer_05_0047,wafer,5,cluster defect,64,64,True,-1
wafer_05_0048,wafer,5,cluster defect,64,64,True,-1
wafer_05_0049,wafer,5,cluster defect,64,64,True,-1
wafer_05_0050,wafer,5,cluster defect,64,64,True,-1
wafer_05_0051,wafer,5,cluster defect,64,64,True,-1
wafer_05_0052,wafer,5,cluster defect,64,64,True,-1
wafer_05_0053,wafer,5,cluster defect,64,64,True,-1
wafer_05_0054,wafer,5,cluster defect,64,64,True,-1
wafer_05_0055,wafer,5,cluster defect,64,64,True,-1
wafer_05_0056,wafer,5,cluster defect,64,64,True,-1
wafer_05_0057,wafer,5,cluster defect,64,64,True,-1
wafer_05_0058,wafer,5,cluster defect,64,64,True,-1
wafer_05_0059,wafer,5,cluster defect,64,64,True,-1
wafer_05_0060,wafer,5,cluster defect,64,64,True,-1
wafer_05_0061,wafer,5,cluster defect,64,64,True,-1
wafer_05_0062,wafer,5,cluster defect,64,64,True,-1
wafer_05_0063,wafer,5,cluster defect,64,64,True,-1
wafer_05_0064,wafer,5,cluster defect,64,64,True,-1
wafer_05_0065,wafer,5,cluster defect,64,64,True,-1
wafer_05_0066,wafer,5,cluster defect,64,64,True,-1
wafer_05_0067,wafer,5,cluster defect,64,64,True,-1
wafer_05_0068,wafer,5,cluster defect,64,64,True,-1
wafer_05_0069,wafer,5,cluster defect,64,64,True,-1
wafer_05_0070,wafer,5,cluster defect,64,64,True,-1
wafer_05_0071,wafer,5,cluster defect,64,64,True,-1
wafer_05_0072,wafer,5,cluster defect,64,64,True,-1
wafer_05_0073,wafer,5,cluster defect,64,64,True,-1
wafer_05_0074,wafer,5,cluster defect,64,64,True,-1
wafer_05_0075,wafer,5,cluster defect,64,64,True,-1
wafer_05_0076,wafer,5,cluster defect,64,64,True,-1
wafer_05_0077,wafer,5,cluster defect,64,64,True,-1
wafer_05_0078,wafer,5,cluster defect,64,64,True,-1
wafer_05_0079,wafer,5,cluster defect,64,64,True,-1
wafer_05_0080,wafer,5,cluster defect,64,64,True,-1
wafer_05_0081,wafer,5,cluster defect,64,64,True,-1
wafer_05_0082,wafer,5,cluster defect,64,64,True,-1
wafer_05_0083,wafer,5,cluster defect,64,64,True,-1
wafer_05_0084,wafer,5,cluster defect,64,64,True,-1
wafer_05_0085,wafer,5,cluster defect,64,64,True,-1
wafer_05_0086,wafer,5,cluster defect,64,64,True,-1
wafer_05_0087,wafer,5,cluster defect,64,64,True,-1
wafer_05_0088,wafer,5,cluster defect,64,64,True,-1
wafer_05_0089,wafer,5,cluster defect,64,64,True,-1
wafer_05_0090,wafer,5,cluster defect,64,64,True,-1
wafer_05_0091,wafer,5,cluster defect,64,64,True,-1
wafer_05_0092,wafer,5,cluster defect,64,64,True,-1
wafer_05_0093,wafer,5,cluster defect,64,64,True,-1
wafer_05_0094,wafer,5,cluster defect,64,64,True,-1
wafer_05_0095,wafer,5,cluster defect,64,64,True,-1
wafer_05_0096,wafer,5,cluster defect,64,64,True,-1
wafer_05_0097,wafer,5,cluster defect,64,64,True,-1
wafer_05_0098,wafer,5,cluster defect,64,64,True,-1
wafer_05_0099,wafer,5,cluster defect,64,64,True,-1
wafer_06_0000,wafer,6,row failure,64,64,True,-1
wafer_06_0001,wafer,6,row failure,64,64,True,-1
wafer_06_0002,wafer,6,row failure,64,64,True,-1
wafer_06_0003,wafer,6,row failure,64,64,True,-1
wafer_06_0004,wafer,6,row failure,64,64,True,-1
wafer_06_0005,wafer,6,row failure,64,64,True,-1
wafer_06_0006,wafer,6,row failure,64,64,True,-1
wafer_06_0007,wafer,6,row failure,64,64,True,-1
wafer_06_0008,wafer,6,row failure,64,64,True,-1
wafer_06_0009,wafer,6,row failure,64,64,True,-1
wafer_06_0010,wafer,6,row failure,64,64,True,-1
wafer_06_0011,wafer,6,row failure,64,64,True,-1
wafer_06_0012,wafer,6,row failure,64,64,True,-1
wafer_06_0013,wafer,6,row failure,64,64,True,-1
wafer_06_0014,wafer,6,row failure,64,64,True,-1
wafer_06_0015,wafer,6,row failure,64,64,True,-1
wafer_06_0016,wafer,6,row failure,64,64,True,-1
wafer_06_0017,wafer,6,row failure,64,64,True,-1
wafer_06_0018,wafer,6,row failure,64,64,True,-1
wafer_06_0019,wafer,6,row failure,64,64,True,-1
wafer_06_0020,wafer,6,row failure,64,64,True,-1
wafer_06_0021,wafer,6,row failure,64,64,True,-1
wafer_06_0022,wafer,6,row failure,64,64,True,-1
wafer_06_0023,wafer,6,row failure,64,64,True,-1
wafer_06_0024,wafer,6,row failure,64,64,True,-1
wafer_06_0025,wafer,6,row failure,64,64,True,-1
wafer_06_0026,wafer,6,row failure,64,64,True,-1
wafer_06_0027,wafer,6,row failure,64,64,True,-1
wafer_06_0028,wafer,6,row failure,64,64,True,-1
wafer_06_0029,wafer,6,row failure,64,64,True,-1
wafer_06_0030,wafer,6,row failure,64,64,True,-1
wafer_06_0031,wafer,6,row failure,64,64,True,-1
wafer_06_0032,wafer,6,row failure,64,64,True,-1
wafer_06_0033,wafer,6,row failure,64,64,True,-1
wafer_06_0034,wafer,6,row failure,64,64,True,-1
wafer_06_0035,wafer,6,row failure,64,64,True,-1
wafer_06_0036,wafer,6,row failure,64,64,True,-1
wafer_06_0037,wafer,6,row failure,64,64,True,-1
wafer_06_0038,wafer,6,row failure,64,64,True,-1
wafer_06_0039,wafer,6,row failure,64,64,True,-1
wafer_06_0040,wafer,6,row failure,64,64,True,-1
wafer_06_0041,wafer,6,row failure,64,64,True,-1
wafer_06_0042,wafer,6,row failure,64,64,True,-1
wafer_06_0043,wafer,6,row failure,64,64,True,-1
wafer_06_0044,wafer,6,row failure,64,64,True,-1
wafer_06_0045,wafer,6,row failure,64,64,True,-1
wafer_06_0046,wafer,6,row failure,64,64,True,-1
wafer_06_0047,wafer,6,row failure,64,64,True,-1
wafer_06_0048,wafer,6,row failure,64,64,True,-1
wafer_06_0049,wafer,6,row failure,64,64,True,-1
wafer_06_0050,wafer,6,row failure,64,64,True,-1
wafer_06_0051,wafer,6,row failure,64,64,True,-1
wafer_06_0052,wafer,6,row failure,64,64,True,-1
wafer_06_0053,wafer,6,row failure,64,64,True,-1
wafer_06_0054,wafer,6,row failure,64,64,True,-1
wafer_06_0055,wafer,6,row failure,64,64,True,-1
wafer_06_0056,wafer,6,row failure,64,64,True,-1
wafer_06_0057,wafer,6,row failure,64,64,True,-1
wafer_06_0058,wafer,6,row failure,64,64,True,-1
wafer_06_0059,wafer,6,row failure,64,64,True,-1
wafer_06_0060,wafer,6,row failure,64,64,True,-1
wafer_06_0061,wafer,6,row failure,64,64,True,-1
wafer_06_0062,wafer,6,row failure,64,64,True,-1
wafer_06_0063,wafer,6,row failure,64,64,True,-1
wafer_06_0064,wafer,6,row failure,64,64,True,-1
wafer_06_0065,wafer,6,row failure,64,64,True,-1
wafer_06_0066,wafer,6,row failure,64,64,True,-1
wafer_06_0067,wafer,6,row failure,64,64,True,-1
wafer_06_0068,wafer,6,row failure,64,64,True,-1
wafer_06_0069,wafer,6,row failure,64,64,True,-1
wafer_06_0070,wafer,6,row failure,64,64,True,-1
wafer_06_0071,wafer,6,row failure,64,64,True,-1
wafer_06_0072,wafer,6,row failure,64,64,True,-1
wafer_06_0073,wafer,6,row failure,64,64,True,-1
wafer_06_0074,wafer,6,row failure,64,64,True,-1
wafer_06_0075,wafer,6,row failure,64,64,True,-1
wafer_06_0076,wafer,6,row failure,64,64,True,-1
wafer_06_0077,wafer,6,row failure,64,64,True,-1
wafer_06_0078,wafer,6,row failure,64,64,True,-1
wafer_06_0079,wafer,6,row failure,64,64,True,-1
wafer_06_0080,wafer,6,row failure,64,64,True,-1
wafer_06_0081,wafer,6,row failure,64,64,True,-1
wafer_06_0082,wafer,6,row failure,64,64,True,-1
wafer_06_0083,wafer,6,row failure,64,64,True,-1
wafer_06_0084,wafer,6,row failure,64,64,True,-1
wafer_06_0085,wafer,6,row failure,64,64,True,-1
wafer_06_0086,wafer,6,row failure,64,64,True,-1
wafer_06_0087,wafer,6,row failure,64,64,True,-1
wafer_06_0088,wafer,6,row failure,64,64,True,-1
wafer_06_0089,wafer,6,row failure,64,64,True,-1
wafer_06_0090,wafer,6,row failure,64,64,True,-1
wafer_06_0091,wafer,6,row failure,64,64,True,-1
wafer_06_0092,wafer,6,row failure,64,64,True,-1
wafer_06_0093,wafer,6,row failure,64,64,True,-1
wafer_06_0094,wafer,6,row failure,64,64,True,-1
wafer_06_0095,wafer,6,row failure,64,64,True,-1
wafer_06_0096,wafer,6,row failure,64,64,True,-1
wafer_06_0097,wafer,6,row failure,64,64,True,-1
wafer_06_0098,wafer,6,row failure,64,64,True,-1
wafer_06_0099,wafer,6,row failure,64,64,True,-1
wafer_07_0000,wafer,7,column failure,64,64,True,-1
wafer_07_0001,wafer,7,column failure,64,64,True,-1
wafer_07_0002,wafer,7,column failure,64,64,True,-1
wafer_07_0003,wafer,7,column failure,64,64,True,-1
wafer_07_0004,wafer,7,column failure,64,64,True,-1
wafer_07_0005,wafer,7,column failure,64,64,True,-1
wafer_07_0006,wafer,7,column failure,64,64,True,-1
wafer_07_0007,wafer,7,column failure,64,64,True,-1
wafer_07_0008,wafer,7,column failure,64,64,True,-1
wafer_07_0009,wafer,7,column failure,64,64,True,-1
wafer_07_0010,wafer,7,column failure,64,64,True,-1
wafer_07_0011,wafer,7,column failure,64,64,True,-1
wafer_07_0012,wafer,7,column failure,64,64,True,-1
wafer_07_0013,wafer,7,column failure,64,64,True,-1
wafer_07_0014,wafer,7,column failure,64,64,True,-1
wafer_07_0015,wafer,7,column failure,64,64,True,-1
wafer_07_0016,wafer,7,column failure,64,64,True,-1
wafer_07_0017,wafer,7,column failure,64,64,True,-1
wafer_07_0018,wafer,7,column failure,64,64,True,-1
wafer_07_0019,wafer,7,column failure,64,64,True,-1
wafer_07_0020,wafer,7,column failure,64,64,True,-1
wafer_07_0021,wafer,7,column failure,64,64,True,-1
wafer_07_0022,wafer,7,column failure,64,64,True,-1
wafer_07_0023,wafer,7,column failure,64,64,True,-1
wafer_07_0024,wafer,7,column failure,64,64,True,-1
wafer_07_0025,wafer,7,column failure,64,64,True,-1
wafer_07_0026,wafer,7,column failure,64,64,True,-1
wafer_07_0027,wafer,7,column failure,64,64,True,-1
wafer_07_0028,wafer,7,column failure,64,64,True,-1
wafer_07_0029,wafer,7,column failure,64,64,True,-1
wafer_07_0030,wafer,7,column failure,64,64,True,-1
wafer_07_0031,wafer,7,column failure,64,64,True,-1
wafer_07_0032,wafer,7,column failure,64,64,True,-1
wafer_07_0033,wafer,7,column failure,64,64,True,-1
wafer_07_0034,wafer,7,column failure,64,64,True,-1
wafer_07_0035,wafer,7,column failure,64,64,True,-1
wafer_07_0036,wafer,7,column failure,64,64,True,-1
wafer_07_0037,wafer,7,column failure,64,64,True,-1
wafer_07_0038,wafer,7,column failure,64,64,True,-1
wafer_07_0039,wafer,7,column failure,64,64,True,-1
wafer_07_0040,wafer,7,column failure,64,64,True,-1
wafer_07_0041,wafer,7,column failure,64,64,True,-1
wafer_07_0042,wafer,7,column failure,64,64,True,-1
wafer_07_0043,wafer,7,column failure,64,64,True,-1
wafer_07_0044,wafer,7,column failure,64,64,True,-1
wafer_07_0045,wafer,7,column failure,64,64,True,-1
wafer_07_0046,wafer,7,column failure,64,64,True,-1
wafer_07_0047,wafer,7,column failure,64,64,True,-1
wafer_07_0048,wafer,7,column failure,64,64,True,-1
wafer_07_0049,wafer,7,column failure,64,64,True,-1
wafer_07_0050,wafer,7,column failure,64,64,True,-1
wafer_07_0051,wafer,7,column failure,64,64,True,-1
wafer_07_0052,wafer,7,column failure,64,64,True,-1
wafer_07_0053,wafer,7,column failure,64,64,True,-1
wafer_07_0054,wafer,7,column failure,64,64,True,-1
wafer_07_0055,wafer,7,column failure,64,64,True,-1
wafer_07_0056,wafer,7,column failure,64,64,True,-1
wafer_07_0057,wafer,7,column failure,64,64,True,-1
wafer_07_0058,wafer,7,column failure,64,64,True,-1
wafer_07_0059,wafer,7,column failure,64,64,True,-1
wafer_07_0060,wafer,7,column failure,64,64,True,-1
wafer_07_0061,wafer,7,column failure,64,64,True,-1
wafer_07_0062,wafer,7,column failure,64,64,True,-1
wafer_07_0063,wafer,7,column failure,64,64,True,-1
wafer_07_0064,wafer,7,column failure,64,64,True,-1
wafer_07_0065,wafer,7,column failure,64,64,True,-1
wafer_07_0066,wafer,7,column failure,64,64,True,-1
wafer_07_0067,wafer,7,column failure,64,64,True,-1
wafer_07_0068,wafer,7,column failure,64,64,True,-1
wafer_07_0069,wafer,7,column failure,64,64,True,-1
wafer_07_0070,wafer,7,column failure,64,64,True,-1
wafer_07_0071,wafer,7,column failure,64,64,True,-1
wafer_07_0072,wafer,7,column failure,64,64,True,-1
wafer_07_0073,wafer,7,column failure,64,64,True,-1
wafer_07_0074,wafer,7,column failure,64,64,True,-1
wafer_07_0075,wafer,7,column failure,64,64,True,-1
wafer_07_0076,wafer,7,column failure,64,64,True,-1
wafer_07_0077,wafer,7,column failure,64,64,True,-1
wafer_07_0078,wafer,7,column failure,64,64,True,-1
wafer_07_0079,wafer,7,column failure,64,64,True,-1
wafer_07_0080,wafer,7,column failure,64,64,True,-1
wafer_07_0081,wafer,7,column failure,64,64,True,-1
wafer_07_0082,wafer,7,column failure,64,64,True,-1
wafer_07_0083,wafer,7,column failure,64,64,True,-1
wafer_07_0084,wafer,7,column failure,64,64,True,-1
wafer_07_0085,wafer,7,column failure,64,64,True,-1
wafer_07_0086,wafer,7,column failure,64,64,True,-1
wafer_07_0087,wafer,7,column failure,64,64,True,-1
wafer_07_0088,wafer,7,column failure,64,64,True,-1
wafer_07_0089,wafer,7,column failure,64,64,True,-1
wafer_07_0090,wafer,7,column failure,64,64,True,-1
wafer_07_0091,wafer,7,column failure,64,64,True,-1
wafer_07_0092,wafer,7,column failure,64,64,True,-1
wafer_07_0093,wafer,7,column failure,64,64,True,-1
wafer_07_0094,wafer,7,column failure,64,64,True,-1
wafer_07_0095,wafer,7,column failure,64,64,True,-1
wafer_07_0096,wafer,7,column failure,64,64,True,-1
wafer_07_0097,wafer,7,column failure,64,64,True,-1
wafer_07_0098,wafer,7,column failure,64,64,True,-1
wafer_07_0099,wafer,7,column failure,64,64,True,-1
wafer_08_0000,wafer,8,block failure,64,64,True,-1
wafer_08_0001,wafer,8,block failure,64,64,True,-1
wafer_08_0002,wafer,8,block failure,64,64,True,-1
wafer_08_0003,wafer,8,block failure,64,64,True,-1
wafer_08_0004,wafer,8,block failure,64,64,True,-1
wafer_08_0005,wafer,8,block failure,64,64,True,-1
wafer_08_0006,wafer,8,block failure,64,64,True,-1
wafer_08_0007,wafer,8,block failure,64,64,True,-1
wafer_08_0008,wafer,8,block failure,64,64,True,-1
wafer_08_0009,wafer,8,block failure,64,64,True,-1
wafer_08_0010,wafer,8,block failure,64,64,True,-1
wafer_08_0011,wafer,8,block failure,64,64,True,-1
wafer_08_0012,wafer,8,block failure,64,64,True,-1
wafer_08_0013,wafer,8,block failure,64,64,True,-1
wafer_08_0014,wafer,8,block failure,64,64,True,-1
wafer_08_0015,wafer,8,block failure,64,64,True,-1
wafer_08_0016,wafer,8,block failure,64,64,True,-1
wafer_08_0017,wafer,8,block failure,64,64,True,-1
wafer_08_0018,wafer,8,block failure,64,64,True,-1
wafer_08_0019,wafer,8,block failure,64,64,True,-1
wafer_08_0020,wafer,8,block failure,64,64,True,-1
wafer_08_0021,wafer,8,block failure,64,64,True,-1
wafer_08_0022,wafer,8,block failure,64,64,True,-1
wafer_08_0023,wafer,8,block failure,64,64,True,-1
wafer_08_0024,wafer,8,block failure,64,64,True,-1
wafer_08_0025,wafer,8,block failure,64,64,True,-1
wafer_08_0026,wafer,8,block failure,64,64,True,-1
wafer_08_0027,wafer,8,block failure,64,64,True,-1
wafer_08_0028,wafer,8,block failure,64,64,True,-1
wafer_08_0029,wafer,8,block failure,64,64,True,-1
wafer_08_0030,wafer,8,block failure,64,64,True,-1
wafer_08_0031,wafer,8,block failure,64,64,True,-1
wafer_08_0032,wafer,8,block failure,64,64,True,-1
wafer_08_0033,wafer,8,block failure,64,64,True,-1
wafer_08_0034,wafer,8,block failure,64,64,True,-1
wafer_08_0035,wafer,8,block failure,64,64,True,-1
wafer_08_0036,wafer,8,block failure,64,64,True,-1
wafer_08_0037,wafer,8,block failure,64,64,True,-1
wafer_08_0038,wafer,8,block failure,64,64,True,-1
wafer_08_0039,wafer,8,block failure,64,64,True,-1
wafer_08_0040,wafer,8,block failure,64,64,True,-1
wafer_08_0041,wafer,8,block failure,64,64,True,-1
wafer_08_0042,wafer,8,block failure,64,64,True,-1
wafer_08_0043,wafer,8,block failure,64,64,True,-1
wafer_08_0044,wafer,8,block failure,64,64,True,-1
wafer_08_0045,wafer,8,block failure,64,64,True,-1
wafer_08_0046,wafer,8,block failure,64,64,True,-1
wafer_08_0047,wafer,8,block failure,64,64,True,-1
wafer_08_0048,wafer,8,block failure,64,64,True,-1
wafer_08_0049,wafer,8,block failure,64,64,True,-1
wafer_08_0050,wafer,8,block failure,64,64,True,-1
wafer_08_0051,wafer,8,block failure,64,64,True,-1
wafer_08_0052,wafer,8,block failure,64,64,True,-1
wafer_08_0053,wafer,8,block failure,64,64,True,-1
wafer_08_0054,wafer,8,block failure,64,64,True,-1
wafer_08_0055,wafer,8,block failure,64,64,True,-1
wafer_08_0056,wafer,8,block failure,64,64,True,-1
wafer_08_0057,wafer,8,block failure,64,64,True,-1
wafer_08_0058,wafer,8,block failure,64,64,True,-1
wafer_08_0059,wafer,8,block failure,64,64,True,-1
wafer_08_0060,wafer,8,block failure,64,64,True,-1
wafer_08_0061,wafer,8,block failure,64,64,True,-1
wafer_08_0062,wafer,8,block failure,64,64,True,-1
wafer_08_0063,wafer,8,block failure,64,64,True,-1
wafer_08_0064,wafer,8,block failure,64,64,True,-1
wafer_08_0065,wafer,8,block failure,64,64,True,-1
wafer_08_0066,wafer,8,block failure,64,64,True,-1
wafer_08_0067,wafer,8,block failure,64,64,True,-1
wafer_08_0068,wafer,8,block failure,64,64,True,-1
wafer_08_0069,wafer,8,block failure,64,64,True,-1
wafer_08_0070,wafer,8,block failure,64,64,True,-1
wafer_08_0071,wafer,8,block failure,64,64,True,-1
wafer_08_0072,wafer,8,block failure,64,64,True,-1
wafer_08_0073,wafer,8,block failure,64,64,True,-1
wafer_08_0074,wafer,8,block failure,64,64,True,-1
wafer_08_0075,wafer,8,block failure,64,64,True,-1
wafer_08_0076,wafer,8,block failure,64,64,True,-1
wafer_08_0077,wafer,8,block failure,64,64,True,-1
wafer_08_0078,wafer,8,block failure,64,64,True,-1
wafer_08_0079,wafer,8,block failure,64,64,True,-1
wafer_08_0080,wafer,8,block failure,64,64,True,-1
wafer_08_0081,wafer,8,block failure,64,64,True,-1
wafer_08_0082,wafer,8,block failure,64,64,True,-1
wafer_08_0083,wafer,8,block failure,64,64,True,-1
wafer_08_0084,wafer,8,block failure,64,64,True,-1
wafer_08_0085,wafer,8,block failure,64,64,True,-1
wafer_08_0086,wafer,8,block failure,64,64,True,-1
wafer_08_0087,wafer,8,block failure,64,64,True,-1
wafer_08_0088,wafer,8,block failure,64,64,True,-1
wafer_08_0089,wafer,8,block failure,64,64,True,-1
wafer_08_0090,wafer,8,block failure,64,64,True,-1
wafer_08_0091,wafer,8,block failure,64,64,True,-1
wafer_08_0092,wafer,8,block failure,64,64,True,-1
wafer_08_0093,wafer,8,block failure,64,64,True,-1
wafer_08_0094,wafer,8,block failure,64,64,True,-1
wafer_08_0095,wafer,8,block failure,64,64,True,-1
wafer_08_0096,wafer,8,block failure,64,64,True,-1
wafer_08_0097,wafer,8,block failure,64,64,True,-1
wafer_08_0098,wafer,8,block failure,64,64,True,-1
wafer_08_0099,wafer,8,block failure,64,64,True,-1
