sample_id,map_type,class_index,class_name,rows,columns,synthetic_data
dram_05_0081,dram,5,cluster defect,128,128,True
dram_05_0082,dram,5,cluster defect,128,128,True
dram_05_0083,dram,5,cluster defect,128,128,True
dram_05_0084,dram,5,cluster defect,128,128,True
dram_05_0085,dram,5,cluster defect,128,128,True
dram_05_0086,dram,5,cluster defect,128,128,True
dram_05_0087,dram,5,cluster defect,128,128,True
dram_05_0088,dram,5,cluster defect,128,128,True
dram_05_0089,dram,5,cluster defect,128,128,True
dram_05_0090,dram,5,cluster defect,128,128,True
dram_05_0091,dram,5,cluster defect,128,128,True
dram_05_0092,dram,5,cluster defect,128,128,True
dram_05_0093,dram,5,cluster defect,128,128,True
dram_05_0094,dram,5,cluster defect,128,128,True
dram_05_0095,dram,5,cluster defect,128,128,True
dram_05_0096,dram,5,cluster defect,128,128,True
dram_05_0097,dram,5,cluster defect,128,128,True
dram_05_0098,dram,5,cluster defect,128,128,True
dram_05_0099,dram,5,cluster defect,128,128,True
dram_06_0000,dram,6,row failure,128,128,True
dram_06_0001,dram,6,row failure,128,128,True
dram_06_0002,dram,6,row failure,128,128,True
dram_06_0003,dram,6,row failure,128,128,True
dram_06_0004,dram,6,row failure,128,128,True
dram_06_0005,dram,6,row failure,128,128,True
dram_06_0006,dram,6,row failure,128,128,True
dram_06_0007,dram,6,row failure,128,128,True
dram_06_0008,dram,6,row failure,128,128,True
dram_06_0009,dram,6,row failure,128,128,True
dram_06_0010,dram,6,row failure,128,128,True
dram_06_0011,dram,6,row failure,128,128,True
dram_06_0012,dram,6,row failure,128,128,True
dram_06_0013,dram,6,row failure,128,128,True
dram_06_0014,dram,6,row failure,128,128,True
dram_06_0015,dram,6,row failure,128,128,True
dram_06_0016,dram,6,row failure,128,128,True
dram_06_0017,dram,6,row failure,128,128,True
dram_06_0018,dram,6,row failure,128,128,True
dram_06_0019,dram,6,row failure,128,128,True
dram_06_0020,dram,6,row failure,128,128,True
dram_06_0021,dram,6,row failure,128,128,True
dram_06_0022,dram,6,row failure,128,128,True
dram_06_0023,dram,6,row failure,128,128,True
dram_06_0024,dram,6,row failure,128,128,True
dram_06_0025,dram,6,row failure,128,128,True
dram_06_0026,dram,6,row failure,128,128,True
dram_06_0027,dram,6,row failure,128,128,True
dram_06_0028,dram,6,row failure,128,128,True
dram_06_0029,dram,6,row failure,128,128,True
dram_06_0030,dram,6,row failure,128,128,True
dram_06_0031,dram,6,row failure,128,128,True
dram_06_0032,dram,6,row failure,128,128,True
dram_06_0033,dram,6,row failure,128,128,True
dram_06_0034,dram,6,row failure,128,128,True
dram_06_0035,dram,6,row failure,128,128,True
dram_06_0036,dram,6,row failure,128,128,True
dram_06_0037,dram,6,row failure,128,128,True
dram_06_0038,dram,6,row failure,128,128,True
dram_06_0039,dram,6,row failure,128,128,True
dram_06_0040,dram,6,row failure,128,128,True
dram_06_0041,dram,6,row failure,128,128,True
dram_06_0042,dram,6,row failure,128,128,True
dram_06_0043,dram,6,row failure,128,128,True
dram_06_0044,dram,6,row failure,128,128,True
dram_06_0045,dram,6,row failure,128,128,True
dram_06_0046,dram,6,row failure,128,128,True
dram_06_0047,dram,6,row failure,128,128,True
dram_06_0048,dram,6,row failure,128,128,True
dram_06_0049,dram,6,row failure,128,128,True
dram_06_0050,dram,6,row failure,128,128,True
dram_06_0051,dram,6,row failure,128,128,True
dram_06_0052,dram,6,row failure,128,128,True
dram_06_0053,dram,6,row failure,128,128,True
dram_06_0054,dram,6,row failure,128,128,True
dram_06_0055,dram,6,row failure,128,128,True
dram_06_0056,dram,6,row failure,128,128,True
dram_06_0057,dram,6,row failure,128,128,True
dram_06_0058,dram,6,row failure,128,128,True
dram_06_0059,dram,6,row failure,128,128,True
dram_06_0060,dram,6,row failure,128,128,True
dram_06_0061,dram,6,row failure,128,128,True
dram_06_0062,dram,6,row failure,128,128,True
dram_06_0063,dram,6,row failure,128,128,True
dram_06_0064,dram,6,row failure,128,128,True
dram_06_0065,dram,6,row failure,128,128,True
dram_06_0066,dram,6,row failure,128,128,True
dram_06_0067,dram,6,row failure,128,128,True
dram_06_0068,dram,6,row failure,128,128,True
dram_06_0069,dram,6,row failure,128,128,True
dram_06_0070,dram,6,row failure,128,128,True
dram_06_0071,dram,6,row failure,128,128,True
dram_06_0072,dram,6,row failure,128,128,True
dram_06_0073,dram,6,row failure,128,128,True
dram_06_0074,dram,6,row failure,128,128,True
dram_06_0075,dram,6,row failure,128,128,True
dram_06_0076,dram,6,row failure,128,128,True
dram_06_0077,dram,6,row failure,128,128,True
dram_06_0078,dram,6,row failure,128,128,True
dram_06_0079,dram,6,row failure,128,128,True
dram_06_0080,dram,6,row failure,128,128,True
dram_06_0081,dram,6,row failure,128,128,True
dram_06_0082,dram,6,row failure,128,128,True
dram_06_0083,dram,6,row failure,128,128,True
dram_06_0084,dram,6,row failure,128,128,True
dram_06_0085,dram,6,row failure,128,128,True
dram_06_0086,dram,6,row failure,128,128,True
dram_06_0087,dram,6,row failure,128,128,True
dram_06_0088,dram,6,row failure,128,128,True
dram_06_0089,dram,6,row failure,128,128,True
dram_06_0090,dram,6,row failure,128,128,True
dram_06_0091,dram,6,row failure,128,128,True
dram_06_0092,dram,6,row failure,128,128,True
dram_06_0093,dram,6,row failure,128,128,True
dram_06_0094,dram,6,row failure,128,128,True
dram_06_0095,dram,6,row failure,128,128,True
dram_06_0096,dram,6,row failure,128,128,True
dram_06_0097,dram,6,row failure,128,128,True
dram_06_0098,dram,6,row failure,128,128,True
dram_06_0099,dram,6,row failure,128,128,True
dram_07_0000,dram,7,column failure,128,128,True
dram_07_0001,dram,7,column failure,128,128,True
dram_07_0002,dram,7,column failure,128,128,True
dram_07_0003,dram,7,column failure,128,128,True
dram_07_0004,dram,7,column failure,128,128,True
dram_07_0005,dram,7,column failure,128,128,True
dram_07_0006,dram,7,column failure,128,128,True
dram_07_0007,dram,7,column failure,128,128,True
dram_07_0008,dram,7,column failure,128,128,True
dram_07_0009,dram,7,column failure,128,128,True
dram_07_0010,dram,7,column failure,128,128,True
dram_07_0011,dram,7,column failure,128,128,True
dram_07_0012,dram,7,column failure,128,128,True
dram_07_0013,dram,7,column failure,128,128,True
dram_07_0014,dram,7,column failure,128,128,True
dram_07_0015,dram,7,column failure,128,128,True
dram_07_0016,dram,7,column failure,128,128,True
dram_07_0017,dram,7,column failure,128,128,True
dram_07_0018,dram,7,column failure,128,128,True
dram_07_0019,dram,7,column failure,128,128,True
dram_07_0020,dram,7,column failure,128,128,True
dram_07_0021,dram,7,column failure,128,128,True
dram_07_0022,dram,7,column failure,128,128,True
dram_07_0023,dram,7,column failure,128,128,True
dram_07_0024,dram,7,column failure,128,128,True
dram_07_0025,dram,7,column failure,128,128,True
dram_07_0026,dram,7,column failure,128,128,True
dram_07_0027,dram,7,column failure,128,128,True
dram_07_0028,dram,7,column failure,128,128,True
dram_07_0029,dram,7,column failure,128,128,True
dram_07_0030,dram,7,column failure,128,128,True
dram_07_0031,dram,7,column failure,128,128,True
dram_07_0032,dram,7,column failure,128,128,True
dram_07_0033,dram,7,column failure,128,128,True
dram_07_0034,dram,7,column failure,128,128,True
dram_07_0035,dram,7,column failure,128,128,True
dram_07_0036,dram,7,column failure,128,128,True
dram_07_0037,dram,7,column failure,128,128,True
dram_07_0038,dram,7,column failure,128,128,True
dram_07_0039,dram,7,column failure,128,128,True
dram_07_0040,dram,7,column failure,128,128,True
dram_07_0041,dram,7,column failure,128,128,True
dram_07_0042,dram,7,column failure,128,128,True
dram_07_0043,dram,7,column failure,128,128,True
dram_07_0044,dram,7,column failure,128,128,True
dram_07_0045,dram,7,column failure,128,128,True
dram_07_0046,dram,7,column failure,128,128,True
dram_07_0047,dram,7,column failure,128,128,True
dram_07_0048,dram,7,column failure,128,128,True
dram_07_0049,dram,7,column failure,128,128,True
dram_07_0050,dram,7,column failure,128,128,True
dram_07_0051,dram,7,column failure,128,128,True
dram_07_0052,dram,7,column failure,128,128,True
dram_07_0053,dram,7,column failure,128,128,True
dram_07_0054,dram,7,column failure,128,128,True
dram_07_0055,dram,7,column failure,128,128,True
dram_07_0056,dram,7,column failure,128,128,True
dram_07_0057,dram,7,column failure,128,128,True
dram_07_0058,dram,7,column failure,128,128,True
dram_07_0059,dram,7,column failure,128,128,True
dram_07_0060,dram,7,column failure,128,128,True
dram_07_0061,dram,7,column failure,128,128,True
dram_07_0062,dram,7,column failure,128,128,True
dram_07_0063,dram,7,column failure,128,128,True
dram_07_0064,dram,7,column failure,128,128,True
dram_07_0065,dram,7,column failure,128,128,True
dram_07_0066,dram,7,column failure,128,128,True
dram_07_0067,dram,7,column failure,128,128,True
dram_07_0068,dram,7,column failure,128,128,True
dram_07_0069,dram,7,column failure,128,128,True
dram_07_0070,dram,7,column failure,128,128,True
dram_07_0071,dram,7,column failure,128,128,True
dram_07_0072,dram,7,column failure,128,128,True
dram_07_0073,dram,7,column failure,128,128,True
dram_07_0074,dram,7,column failure,128,128,True
dram_07_0075,dram,7,column failure,128,128,True
dram_07_0076,dram,7,column failure,128,128,True
dram_07_0077,dram,7,column failure,128,128,True
dram_07_0078,dram,7,column failure,128,128,True
dram_07_0079,dram,7,column failure,128,128,True
dram_07_0080,dram,7,column failure,128,128,True
dram_07_0081,dram,7,column failure,128,128,True
dram_07_0082,dram,7,column failure,128,128,True
dram_07_0083,dram,7,column failure,128,128,True
dram_07_0084,dram,7,column failure,128,128,True
dram_07_0085,dram,7,column failure,128,128,True
dram_07_0086,dram,7,column failure,128,128,True
dram_07_0087,dram,7,column failure,128,128,True
dram_07_0088,dram,7,column failure,128,128,True
dram_07_0089,dram,7,column failure,128,128,True
dram_07_0090,dram,7,column failure,128,128,True
dram_07_0091,dram,7,column failure,128,128,True
dram_07_0092,dram,7,column failure,128,128,True
dram_07_0093,dram,7,column failure,128,128,True
dram_07_0094,dram,7,column failure,128,128,True
dram_07_0095,dram,7,column failure,128,128,True
dram_07_0096,dram,7,column failure,128,128,True
dram_07_0097,dram,7,column failure,128,128,True
dram_07_0098,dram,7,column failure,128,128,True
dram_07_0099,dram,7,column failure,128,128,True
dram_08_0000,dram,8,block failure,128,128,True
dram_08_0001,dram,8,block failure,128,128,True
dram_08_0002,dram,8,block failure,128,128,True
dram_08_0003,dram,8,block failure,128,128,True
dram_08_0004,dram,8,block failure,128,128,True
dram_08_0005,dram,8,block failure,128,128,True
dram_08_0006,dram,8,block failure,128,128,True
dram_08_0007,dram,8,block failure,128,128,True
dram_08_0008,dram,8,block failure,128,128,True
dram_08_0009,dram,8,block failure,128,128,True
dram_08_0010,dram,8,block failure,128,128,True
dram_08_0011,dram,8,block failure,128,128,True
dram_08_0012,dram,8,block failure,128,128,True
dram_08_0013,dram,8,block failure,128,128,True
dram_08_0014,dram,8,block failure,128,128,True
dram_08_0015,dram,8,block failure,128,128,True
dram_08_0016,dram,8,block failure,128,128,True
dram_08_0017,dram,8,block failure,128,128,True
dram_08_0018,dram,8,block failure,128,128,True
dram_08_0019,dram,8,block failure,128,128,True
dram_08_0020,dram,8,block failure,128,128,True
dram_08_0021,dram,8,block failure,128,128,True
dram_08_0022,dram,8,block failure,128,128,True
dram_08_0023,dram,8,block failure,128,128,True
dram_08_0024,dram,8,block failure,128,128,True
dram_08_0025,dram,8,block failure,128,128,True
dram_08_0026,dram,8,block failure,128,128,True
dram_08_0027,dram,8,block failure,128,128,True
dram_08_0028,dram,8,block failure,128,128,True
dram_08_0029,dram,8,block failure,128,128,True
dram_08_0030,dram,8,block failure,128,128,True
dram_08_0031,dram,8,block failure,128,128,True
dram_08_0032,dram,8,block failure,128,128,True
dram_08_0033,dram,8,block failure,128,128,True
dram_08_0034,dram,8,block failure,128,128,True
dram_08_0035,dram,8,block failure,128,128,True
dram_08_0036,dram,8,block failure,128,128,True
dram_08_0037,dram,8,block failure,128,128,True
dram_08_0038,dram,8,block failure,128,128,True
dram_08_0039,dram,8,block failure,128,128,True
dram_08_0040,dram,8,block failure,128,128,True
dram_08_0041,dram,8,block failure,128,128,True
dram_08_0042,dram,8,block failure,128,128,True
dram_08_0043,dram,8,block failure,128,128,True
dram_08_0044,dram,8,block failure,128,128,True
dram_08_0045,dram,8,block failure,128,128,True
dram_08_0046,dram,8,block failure,128,128,True
dram_08_0047,dram,8,block failure,128,128,True
dram_08_0048,dram,8,block failure,128,128,True
dram_08_0049,dram,8,block failure,128,128,True
dram_08_0050,dram,8,block failure,128,128,True
dram_08_0051,dram,8,block failure,128,128,True
dram_08_0052,dram,8,block failure,128,128,True
dram_08_0053,dram,8,block failure,128,128,True
dram_08_0054,dram,8,block failure,128,128,True
dram_08_0055,dram,8,block failure,128,128,True
dram_08_0056,dram,8,block failure,128,128,True
dram_08_0057,dram,8,block failure,128,128,True
dram_08_0058,dram,8,block failure,128,128,True
dram_08_0059,dram,8,block failure,128,128,True
dram_08_0060,dram,8,block failure,128,128,True
dram_08_0061,dram,8,block failure,128,128,True
dram_08_0062,dram,8,block failure,128,128,True
dram_08_0063,dram,8,block failure,128,128,True
dram_08_0064,dram,8,block failure,128,128,True
dram_08_0065,dram,8,block failure,128,128,True
dram_08_0066,dram,8,block failure,128,128,True
dram_08_0067,dram,8,block failure,128,128,True
dram_08_0068,dram,8,block failure,128,128,True
dram_08_0069,dram,8,block failure,128,128,True
dram_08_0070,dram,8,block failure,128,128,True
dram_08_0071,dram,8,block failure,128,128,True
dram_08_0072,dram,8,block failure,128,128,True
dram_08_0073,dram,8,block failure,128,128,True
dram_08_0074,dram,8,block failure,128,128,True
dram_08_0075,dram,8,block failure,128,128,True
dram_08_0076,dram,8,block failure,128,128,True
dram_08_0077,dram,8,block failure,128,128,True
dram_08_0078,dram,8,block failure,128,128,True
dram_08_0079,dram,8,block failure,128,128,True
dram_08_0080,dram,8,block failure,128,128,True
dram_08_0081,dram,8,block failure,128,128,True
dram_08_0082,dram,8,block failure,128,128,True
dram_08_0083,dram,8,block failure,128,128,True
dram_08_0084,dram,8,block failure,128,128,True
dram_08_0085,dram,8,block failure,128,128,True
dram_08_0086,dram,8,block failure,128,128,True
dram_08_0087,dram,8,block failure,128,128,True
dram_08_0088,dram,8,block failure,128,128,True
dram_08_0089,dram,8,block failure,128,128,True
dram_08_0090,dram,8,block failure,128,128,True
dram_08_0091,dram,8,block failure,128,128,True
dram_08_0092,dram,8,block failure,128,128,True
dram_08_0093,dram,8,block failure,128,128,True
dram_08_0094,dram,8,block failure,128,128,True
dram_08_0095,dram,8,block failure,128,128,True
dram_08_0096,dram,8,block failure,128,128,True
dram_08_0097,dram,8,block failure,128,128,True
dram_08_0098,dram,8,block failure,128,128,True
dram_08_0099,dram,8,block failure,128,128,True
